rowid,id,name,city,state,lon,lat
728,728,Mercury Street Medical,BUTTE,MT,-112.540855,46.010487
729,729,Mission Mountain Medicine,KICKING HORSE,MT,-114.105949,47.528267
730,730,Missouri River Medical Center Nursing Home,FORT BENTON,MT,-110.671883,47.820248
731,731,Montana Developmental Center,BOULDER,MT,-112.125275,46.236038
732,732,Montana Surgery Center,BUTTE,MT,-112.539185,46.002708
733,733,Mountain Medical Associates,PHILIPSBURG,MT,-113.294228,46.332142
734,734,Mountain View Memorial Nursing Home,WHITE SULPHUR SPRINGS,MT,-110.903549,46.547722
735,735,North Valley Hospital Nursing Home,WHITEFISH,MT,-114.333191,48.398575
736,736,Northern Montana Long Term Care,HAVRE,MT,-109.685478,48.53833
737,737,Outlook General Hospital (historical),OUTLOOK,MT,-104.77552,48.889465
738,738,Parkview Acres Care and Rehabilitation Center,DILLON,MT,-112.623917,45.212421
739,739,Physical Therapy Clinic,CUT BANK,MT,-112.330322,48.634705
740,740,Poplar City Hospital (historical),POPLAR,MT,-105.198311,48.113079
741,741,Prairie Community Hospital,TERRY,MT,-105.315262,46.791397
742,742,Ravalli Medical Clinic,BELL CROSSING,MT,-114.093437,46.504093
743,743,Riverside Health Care Center,EAST MISSOULA,MT,-114.010117,46.876595
744,744,Rocky Mountain Eye Center,BUTTE,MT,-112.509743,45.976597
745,745,Rosebud Health Care Center,FORSYTH,MT,-106.670311,46.271667
746,746,Saint James Community Hospital Transitional Care Unit,BUTTE,MT,-112.545296,46.008816
747,747,Saint Luke Community Hospital,KICKING HORSE,MT,-114.107056,47.528267
748,748,Saint Vincent Hospital,BILLINGS,MT,-108.519585,45.793282
749,749,Score Chiropractic Clinic,HELENA,MT,-112.051659,46.601326
750,750,Stevensville Medical Clinic,BELL CROSSING,MT,-114.094269,46.508255
751,751,Sunset Home,POLSON,MT,-114.165947,47.691608
752,862,Park Avenue Hospital,BRIGHTON,NY,-77.574722,43.146732
753,752,Teton Medical Center,CHOTEAU,MT,-112.192528,47.813843
754,753,Three Rivers Clinic,THREE FORKS,MT,-111.550522,45.892986
755,754,Tribal Health Department,BIG ARM,MT,-114.349571,47.830502
756,755,Valley County Home (historical),GLASGOW,MT,-106.6381,48.19252
757,756,Village Health Care Center,EAST MISSOULA,MT,-114.044006,46.848255
758,757,Well Child Clinic,LIVINGSTON,MT,-110.57576,45.656044
759,758,Wheatland Memorial Hospital,HARLOWTON,MT,-109.841019,46.437458
760,759,Whitehall Medical Clinic,WHITEHALL,MT,-112.101654,45.870758
761,760,Williamson House,HELENA,MT,-112.02166,46.644375
762,761,Yellowstone Valley Youth Clinic,MILES CITY,MT,-105.83445,46.411392
763,762,Brocker Health Center,HARRISBURG,NC,-80.732574,35.305141
764,763,Caldwell Memorial Hospital,CAJAH'S MOUNTAIN,NC,-81.534821,35.910408
765,764,Chowan Hospital,CAPE COLONY,NC,-76.607994,36.069881
766,765,Davie County Hospital,MOCKSVILLE,NC,-80.571457,35.899029
767,766,Gaston Memorial Hospital,CRAMERTON,NC,-81.139244,35.272919
768,767,Highland Hospital,DOWNTOWN ASHEVILLE,NC,-82.568741,35.610672
769,768,Kinston Clinic,KINSTON,NC,-77.583305,35.272945
770,769,Mecklenburg Sanatorium,CROFT,NC,-80.838127,35.396526
771,770,Murdoch Center,BUTNER,NC,-78.737785,36.149864
772,771,Parham Hospital,DABNEY,NC,-78.449715,36.330975
773,772,Saint Josephs Hospital,ABERDEEN,NC,-79.388367,35.199875
774,773,Stoney Mountain Rest Home,HENDERSONVILLE,NC,-82.49678,35.352337
775,774,University Medical Center,HARRISBURG,NC,-80.747574,35.30653
776,775,Wilkes General Hospital,FAIRPLAINS,NC,-81.157867,36.159023
777,776,Saint Johns Hospital,DILWORTH,ND,-96.784798,46.869137
778,777,Ainsworth Family Clinic,AINSWORTH,NE,-99.847626,42.544998
779,778,Aspen Park Retirement and Assisted Living,NORTH PLATTE,NE,-100.750977,41.125561
780,779,Brady Rural Health Clinic,BRADY,NE,-100.36763,41.022224
781,780,Burwell Family Practice Clinic,BURWELL,NE,-99.135094,41.777786
782,781,Callaway Medical Clinic,CALLAWAY,NE,-99.92318,41.291119
783,782,Chambers Clinic,CHAMBERS,NE,-98.748978,42.205006
784,783,Chimney Rock Villa Home,BAYARD,NE,-103.322159,41.763859
785,784,Community Care of Ainsworth,AINSWORTH,NE,-99.862625,42.549999
786,785,Copsey Clinic,ALLIANCE,NE,-102.887154,42.103294
787,786,Dundy County Hospital,BENKELMAN,NE,-101.537941,40.056107
788,787,Frenchman Valley Family Practice,IMPERIAL,NE,-101.649887,40.523605
789,788,Gordon Clinic,GORDON,NE,-102.199883,42.812218
790,789,Greeley Care Home,GREELEY,NE,-98.531181,41.548622
791,790,Heritage Hall Nursing Home,BROKEN BOW,NE,-99.631783,41.410286
792,791,Highland Park Care Center,ALLIANCE,NE,-102.868813,42.110794
793,792,Imperial Manor Nursing Home,IMPERIAL,NE,-101.648514,40.520275
794,793,Kimball County Hospital,KIMBALL,NE,-103.666885,41.232479
795,794,Loup City Medical Clinic,LOUP CITY,NE,-98.965363,41.275288
796,795,McCormick Eye Clinic,VALENTINE,NE,-100.552635,42.875565
797,796,Mitchell Care Center,MITCHELL,NE,-103.808563,41.940247
798,797,Niobrara Valley Hospital,LYNCH,NE,-98.466187,42.83028
799,798,Northfield Villa Incorporated,GERING,NE,-103.675507,41.833298
800,799,Oshkosh Medical Clinic,OSHKOSH,NE,-102.348244,41.412483
801,800,Pine View Clinic,VALENTINE,NE,-100.558739,42.875835
802,801,Platte Valley Pediatrics,GERING,NE,-103.666328,41.888027
803,802,Providence Hospital,LINCOLN,NE,-96.655571,40.80389
804,803,Rock County Hospital,BASSETT,NE,-99.537613,42.576111
805,804,Saint Catherines Hospital,OMAHA,IA,-95.927231,41.246391
806,805,Sandhills Family Health Center,ALLIANCE,NE,-102.86937,42.116634
807,806,Schufeldt Chiropractic Clinic,NORTH PLATTE,NE,-100.763199,41.130001
808,807,Stevens Medical Clinic,ORD,NE,-98.937309,41.60001
809,808,Tri County Medical Clinic,STUART,NE,-99.142601,42.599171
810,809,Veterans Hospital,OMAHA,IA,-95.974182,41.242779
811,810,Western Hearing Clinic,GERING,NE,-103.666328,41.888027
812,811,Huggins Hospital,BRIDGEWATER,NH,-71.202843,43.581749
813,812,All Souls Hospital,AIRMONT,NJ,-74.490166,40.789268
814,813,Bergen Pines County Hospital,BERGENFIELD,NJ,-74.063194,40.956768
815,814,Community Memorial Hospital,EDINBURG,NJ,-74.215981,39.96373
816,815,Greystone Park State Hospital,GREENWOOD LAKE,NJ,-74.505165,40.83482
817,816,Mercer Hospital,SAND BROOK,PA,-74.777931,40.230938
818,817,North Hudson Hospital,BATTERY PARK,NJ,-74.019028,40.775932
819,818,Roosevelt Hospital,CLARK,NJ,-74.336815,40.551495
820,819,Saint Peters Hospital,BATTERY PARK,NJ,-74.459038,40.501213
821,820,Underwood Hospital,ALLOWAY,PA,-75.149338,39.843445
822,821,Alliance Hospital of Santa Teresa,CANUTILLO,NM,-106.636383,31.862885
823,822,Carrizoza Health Center,CARRIZOZO,NM,-105.877213,33.641743
824,823,Cottage Sanatorium,SILVER CITY,NM,-108.29393,32.807011
825,824,Eastern New Mexico Medical Center,ROSWELL,NM,-104.528305,33.424271
826,825,Fort Bayard State Medical Center,BAYARD,NM,-108.150604,32.794247
827,826,Health Centers of Northern New Mex Embudo Clinic,DIXON,NM,-105.961143,36.207523
828,827,Health Centers of Northern New Mexico Espanola Clinic,ESPANOLA,NM,-106.080582,35.991135
829,828,Health centers of Northern New Mex Las Vegas Clinic,LAS VEGAS,NM,-105.242233,35.608372
830,829,Holy Cross Sanitorium (historical),DEMING,NM,-107.808914,32.275089
831,830,Kaseman Presbyterian Hospital,ALBUQUERQUE,NM,-106.651138,35.084484
832,831,Lincoln County Medical Center,ALTO,NM,-105.673042,33.331753
833,832,Mesilla Valley Hospital,DONA ANA,NM,-106.772224,32.358421
834,833,New Mexico Rehabilitation Center,LAS VEGAS,NM,-105.242233,35.608372
835,834,Pinon Hills Hospital,AGUA FRIA,NM,-105.963081,35.683361
836,835,Roosevelt General Hospital,PORTALES,NM,-103.334404,34.186192
837,836,Saint Marys Hospital,ROSWELL,NM,-104.522194,33.375931
838,837,St Joseph Northeast Heights General Hospital,ALAMEDA,NM,-106.593643,35.132267
839,838,Carson-Tahoe Hospital,CARSON CITY,NV,-119.771843,39.171299
840,839,Mount Grant General Hospital,HAWTHORNE,NV,-118.62764,38.516865
841,840,Southern Memorial Hospital,DOWNTOWN LAS VEGAS,NV,-115.167221,36.159409
842,841,Adams Hospital,GOWANDA,NY,-78.998924,42.448669
843,842,Bayley Seton Hospital,BAY RIDGE,NJ,-74.075417,40.622322
844,843,Booth Memorial Hospital,BUFFALO,NY,-78.854759,42.895058
845,844,Brooklyn Hospital,BATTERY PARK,NY,-73.977913,40.690662
846,845,Chenango Hospital,NORWICH,NY,-75.525734,42.541744
847,846,Convalescent Hospital for Children,SCOTTSVILLE,NY,-77.702782,43.080063
848,847,De Graff Memorial Hospital,NORTH TONAWANDA,NY,-78.862534,43.025616
849,848,Edward Meyer Memorial Hospital,BUFFALO,NY,-78.831429,42.927277
850,849,Fox Hospital,NORTH FRANKLIN,NY,-75.05294,42.457581
851,850,Genesee Memorial Hospital,BATAVIA,NY,-78.176407,43.005062
852,851,Grasslands Hospital,BRIARCLIFF MANOR,CT,-73.806252,41.085926
853,852,High Point Hospital,HARRISON,CT,-73.693741,41.053425
854,853,Hudson River State Hospital,HIGHLAND,NY,-73.903191,41.737034
855,854,Kings County Hospital,BATTERY PARK,NY,-73.94458,40.656494
856,855,Letchworth Village State Mental Institution,HAVERSTRAW,NY,-74.028755,41.209534
857,856,Long Island Doctors Hospital,BROOKVILLE,NY,-73.645683,40.792599
858,857,Marshall Hospital,COHOES,NY,-73.678177,42.718971
859,858,Memorial Hospital,NIAGARA FALLS,NY,-79.049767,43.093948
860,859,Methodist Hospital,BATTERY PARK,NY,-73.978752,40.667885
861,860,Mount Morris Hospital,LEICESTER,NY,-77.883339,42.732281
862,861,Newton Memorial Hospital,CASSADAGA,NY,-79.334763,42.353386
863,863,Physicians Hospital,MOTT HAVEN,NJ,-73.892914,40.752602
864,864,Queens General Hospital,BELLEROSE,NY,-73.804581,40.718163
865,865,Saint Agnes Hospital,ELMSFORD,CT,-73.745682,41.025928
866,866,Saint Elizabeth Hospital,CHADWICKS,NY,-75.265999,43.082287
867,867,Saint Francis Hospital,ALLEGANY,NY,-78.455849,42.076736
868,868,Saint Johns Hospital,COMMACK,NY,-73.223167,40.86816
869,869,Saint Lawrence State Hospital,OGDENSBURG,NY,-75.446602,44.728123
870,870,Saint Marys Hospital,THROGS NECK BRIDGE,NY,-73.768471,40.776493
871,871,Saint Vincents Hospital,BATTERY PARK,NJ,-73.999863,40.736774
872,872,Smithtown General Hospital,BRENTWOOD,NY,-73.199554,40.830658
873,873,Summit Park Sanatorium,BARDONIA,NY,-74.041809,41.158985
874,874,Union Hospital,CO-OP CITY,NY,-73.895691,40.860661
875,875,Vassar Brothers Hospital,HIGHLAND,NY,-73.935692,41.695095
876,876,Wilson Hospital,BINGHAMTON,NY,-75.959084,42.113968
877,877,Apple Creek State Hospital,APPLE CREEK,OH,-81.83625,40.765617
878,878,Barnesville Medical Center,BARNESVILLE,OH,-81.190109,39.99313
879,879,Berger Hospital,CIRCLEVILLE,OH,-82.937401,39.610062
880,880,Bluffton Community Hospital,BLUFFTON,OH,-83.897438,40.887272
881,881,Brentwood Hospital,BEACHWOOD,OH,-81.537064,41.447552
882,882,Childrens Hospital,AKRON,OH,-81.525398,41.079498
883,883,Cincinnati General Hospital,CINCINNATI,OH,-84.503838,39.138123
884,884,Cleveland Clinic,BRATENAHL,OH,-81.622345,41.502274
885,885,Clinic Hospital,BRATENAHL,OH,-81.622345,41.502274
886,886,Community Hospital of Warren,BOLINDALE,OH,-80.827309,41.247559
887,887,Crestline Memorial Hospital,CRESTLINE,OH,-82.739067,40.791996
888,888,Deaconess Hospital,BROOKLYN,OH,-81.705414,41.440613
889,889,Dunham Hospital,BRIDGETOWN NORTH,OH,-84.588837,39.124226
890,890,Epp Hospital,AMBERLEY,OH,-84.380501,39.205616
891,891,Fallsview Psychiatric Hospital,AKRON,OH,-81.477058,41.132557
892,892,Fort Hamilton-Hughes Memorial Hospital Center,HAMILTON,OH,-84.572449,39.415886
893,893,Gates Hospital,ELYRIA,OH,-82.096809,41.366714
894,894,Good Samaritan Hospital,NORTH ZANESVILLE,OH,-82.012924,39.954788
895,895,Grant Hospital,BEXLEY,OH,-82.991852,39.960625
896,896,Hardin Memorial Hospital,KENTON,OH,-83.596039,40.646442
897,897,Hillside Rehabilitation Hospital,BOLINDALE,OH,-80.732582,41.250336
898,898,Hudson Medical Center,ATHENS,OH,-82.099312,39.328133
899,899,Joel Pomerene Hospital,HOLMESVILLE,OH,-81.920143,40.56506
900,900,Lake County Hospital,MAYFIELD,OH,-81.433167,41.62561
901,901,Lakeland Institute,AMHERST,OH,-82.242378,41.437542
902,902,Lima Memorial Hospital,FORT SHAWNEE,OH,-84.085777,40.735878
903,903,Lorain Community Hospital,AMHERST,OH,-82.237656,41.436153
904,904,Marine Hospital,BRATENAHL,OH,-81.598175,41.492275
905,905,Massillon State Hospital,MASSILLON,OH,-81.505119,40.766167
906,906,Memorial Hospital,FAIRVIEW LANES,OH,-82.711845,41.435879
907,907,Mercy Hospital,CANTON,OH,-81.374275,40.804226
908,908,Mercycrest Hospital,LAWRENCEVILLE,OH,-83.811043,39.941452
909,909,Mount Carmel Hospital East,BEXLEY,OH,-82.842682,39.977283
910,910,Newark Hospital,HEATH,OH,-82.392654,40.062843
911,911,O'Connell Unit Good Samaritan Hospital,CINCINNATI,OH,-84.520508,39.135342
912,912,Our Lady of Mercy Hospital,MOUNT CARMEL,OH,-84.348549,39.085621
913,913,Polyclinic Hospital,BRATENAHL,OH,-81.64402,41.50116
914,914,Receiving Hospital,CINCINNATI,OH,-84.501884,39.134232
915,915,Robinson Memorial Hospital,BRADY LAKE,OH,-81.244263,41.152557
916,916,Saint Alexis Medical Center,BROOKLYN HEIGHTS,OH,-81.654846,41.470055
917,917,Saint Elizabeths Hospital,DAYTON,OH,-84.2005,39.748116
918,918,Saint Johns Hospital,FOLLANSBEE,WV,-80.658409,40.367847
919,919,Saint Josephs Infant Home and Maternity Hospital,AMBERLEY,OH,-84.469658,39.165886
920,920,Saint Vincents Hospital,CLEVELAND,OH,-81.674026,41.496719
921,921,Scioto Memorial Hospital,NEW BOSTON,OH,-82.978226,38.752857
922,922,Southern Hills Hospital,NEW BOSTON,OH,-82.997116,38.737015
923,923,Stouder Memorial Hospital,CASSTOWN,OH,-84.218834,40.033943
924,924,Toledo Hospital,OTTAWA HILLS,OH,-83.594933,41.671989
925,925,Twin Maples Sanitarium,HILLS AND DALES,OH,-81.514282,40.798668
926,926,Walnut Hills-Evanston Medical Center,CINCINNATI,OH,-84.476051,39.133121
927,927,Wood County Hospital,BOWLING GREEN,OH,-83.665764,41.375332
928,928,Wyandot Memorial Hospital,UPPER SANDUSKY,OH,-83.279922,40.840618
929,929,County Hospital,WAURIKA,OK,-97.978096,34.156483
930,930,Griffin Memorial Hospital Annex,TINKER AIR FORCE BASE,OK,-97.214478,35.016182
931,931,Mission Hill Hospital,SHAWNEE,OK,-96.927521,35.297291
932,932,Saint Johns Hospital,TULSA,OK,-95.965553,36.134266
933,933,Western Oklahoma Hospital,FORT SUPPLY,OK,-99.549561,36.597534
934,934,Columbia District Hospital,COLUMBIA CITY,WA,-122.820656,45.863728
935,935,Eastern Oregon State Hospital,PENDLETON,OR,-118.816658,45.671242
936,936,Holladay Park Hospital (historical),LLOYD CENTER,WA,-122.663704,45.53178
937,937,Leban Hospital,LEBANON,OR,-122.90731,44.551235
938,938,McKenzie-Willamette Hospital,GOSHEN,OR,-123.003975,44.053177
939,939,Mount Tabor Hospital,HAPPY VALLEY,WA,-122.588707,45.505119
940,940,Pioneer Hospital,HEPPNER,OR,-119.547516,45.355682
941,941,Saint Anthony Hospital,MISSION,OR,-118.769432,45.673462
942,942,Tualaty Hospital,CORNELIUS,OR,-122.978714,45.51984
943,943,Agnew Hospital,AVALON,PA,-80.112282,40.5159
944,944,Allentown State Hospital,LEHIGH UNIVERSITY,PA,-75.429344,40.615101
945,945,Berwick Hospital,BERWICK,PA,-76.231323,41.070362
946,946,Burn Brae Hospital,PHILADELPHIA INTERNATIONAL ARPT,PA,-75.302963,39.926502
947,947,Chestnut Hill Hospital,GERMANTOWN,PA,-75.211288,40.079281
948,948,Coatesville Veterans Hospital,ADAMSTOWN,PA,-75.791344,40.001778
949,949,Du Bois Regional Medical Center,DUBOIS,PA,-78.77504,41.11478
950,950,Embreeville State Hospital,MARSHALLTON,PA,-75.726334,39.946217
951,951,Eye And Ear Hospital,ASPINWALL,PA,-79.959213,40.442848
952,952,Grandview Hospital,HARMONY,PA,-75.326286,40.363434
953,953,Hazleton General Hospital,MCADOO,PA,-75.962151,40.948143
954,954,Holy Spirit Hospital,CAMP HILL,PA,-76.921638,40.253696
955,955,Lakeview Hospital,ERIE,PA,-80.066452,42.140339
956,956,Lawrence Flick State Hospital,TUNNELHILL,PA,-78.559738,40.447014
957,957,Memorial Hospital,UNION CITY,PA,-79.845329,41.906166
958,958,Mercy Hospital,ALTOONA,PA,-78.408905,40.500629
959,959,Montefiore Hospital,ASPINWALL,PA,-79.961708,40.44035
960,960,Nesbitt Memorial Hospital,ASHLEY,PA,-75.888809,41.269798
961,961,Oxford Hospital,PHILADELPHIA,PA,-75.089615,40.052891
962,962,Philadelphia Osteopathic Hospital,PHILADELPHIA,PA,-75.212959,40.003441
963,963,Protestant Home,PHILADELPHIA,PA,-75.089615,40.040112
964,964,Robert Packer Hospital,LITCHFIELD,NY,-76.519661,41.980354
965,965,Saint Christophers Hospital,PHILADELPHIA,PA,-75.139618,39.990669
966,966,Saint Josephs Hospital,MCADOO,PA,-75.974648,40.964523
967,967,Saint Vincents Hospital,ERIE,PA,-80.078667,42.111446
968,968,South Mountain Restoration Center,MONT ALTO,PA,-77.49221,39.846203
969,969,Stetson Hospital,PHILADELPHIA,PA,-75.141006,39.977333
970,970,United States Veterans Hospital,ADAMSTOWN,PA,-75.791344,40.001778
971,971,West Park Hospital,PHILADELPHIA,PA,-75.208519,39.999836
972,972,York Hospital,EMIGSVILLE,PA,-76.718018,39.94677
973,973,Women and Infants Hospital of Rhode Island,CENTRAL FALLS,MA,-71.433395,41.836491
974,974,Allendale County Hospital,ALLENDALE,SC,-81.248726,32.965992
975,975,Barnwell County Hospital,BARNWELL,SC,-81.361221,33.255432
976,976,Byerly Hospital,HARTSVILLE,SC,-80.06646,34.375984
977,977,Chester County Hospital,CHESTER,SC,-81.182869,34.684311
978,978,Crafts-Farrow State Hospital,ARCADIA LAKES,SC,-80.981201,34.079044
979,979,Elliott Springs Memorial Hospital,ELGIN,NC,-80.787857,34.71793
980,980,Georgetown Memorial Hospital,GEORGETOWN,SC,-79.283661,33.379887
981,981,Greenwood Hospital (historical),GREENWOOD,SC,-82.157906,34.18095
982,982,Johnson Hospital,JOHNSONVILLE,SC,-79.447838,33.749889
983,983,Lexington Medical Center,COLUMBIA,SC,-81.113708,34.005714
984,984,Marine Hospital (historical),BATTERY POINT,SC,-79.937309,32.777954
985,985,McClendon Medical Center,ARCADIA LAKES,SC,-80.979813,34.075714
986,986,Moncrief Hospital,ARCADIA LAKES,SC,-80.938141,34.012096
987,987,Orangeburg-Calhoun Regional Hospital,BROOKDALE,SC,-80.83065,33.540154
988,988,Providence Hospital,ARCADIA LAKES,SC,-81.012878,34.013767
989,989,Saint Francis Hospital,BEREA,SC,-82.420959,34.840118
990,990,South Carolina State Hospital,ARCADIA LAKES,SC,-81.03038,34.018215
991,991,Tri-County Hospital (historical),BROOKDALE,SC,-80.867874,33.501541
992,992,Williamsburg County Memorial Hospital,KINGSTREE,SC,-79.818687,33.659885
993,993,Rapid City Regional Hospital,RAPID VALLEY,SD,-103.218239,44.05666
994,994,Sioux Valley Hospital,SIOUX FALLS,SD,-96.742828,43.535534
995,995,Baptist Hospital East (historical),GERMANTOWN,TN,-89.861191,35.132313
996,996,Bedford County Hospital,SHELBYVILLE,TN,-86.471931,35.493683
997,997,Bradley County Nursing Home,CLEVELAND,TN,-84.869949,35.190353
998,998,Chamberlain Memorial Hospital,ROCKWOOD,TN,-84.690765,35.865631
999,999,Cleveland Community Hospital,CLEVELAND,TN,-84.882164,35.193134
1000,1000,Cookeville General Hospital,ALGOOD,TN,-85.509148,36.168953
